#Jurisdiction	Cause	ResponseCategory	ProtectionZone	Year	Annee	Juridiction	DataQualifier	ISO	Niveaudintervention	Origine	Qualificatifs de donnees	Zonedeprotection	Nombre	Nombre (nul)	Number	Number (null)	Number of Records
British Columbia	Other industry	None	Limited	1996	1996	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	1997	1997	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	1998	1998	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	1999	1999	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2000	2000	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2001	2001	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2002	2002	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2003	2003	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2004	2004	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2005	2005	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2006	2006	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2007	2007	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2008	2008	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2009	2009	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2010	2010	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2011	2011	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2012	2012	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2013	2013	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2014	2014	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2015	2015	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2016	2016	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2017	2017	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2018	2018	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
British Columbia	Other industry	None	Limited	2019	2019	Colombie-Britannique	n	BC	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	1990	1990	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	1991	1991	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	1992	1992	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	1993	1993	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	1994	1994	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	1995	1995	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
Manitoba	Other industry	None	Limited	2019	2019	Manitoba	n	MB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1990	1990	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1991	1991	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1992	1992	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1993	1993	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1994	1994	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1995	1995	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1996	1996	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1997	1997	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1998	1998	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	1999	1999	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2000	2000	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2001	2001	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2002	2002	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2003	2003	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2004	2004	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2005	2005	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2006	2006	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2007	2007	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2008	2008	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2009	2009	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2010	2010	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2011	2011	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2012	2012	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2013	2013	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2014	2014	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2015	2015	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2016	2016	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2017	2017	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2018	2018	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
New Brunswick	Other industry	None	Limited	2019	2019	Nouveau-Brunswick	n	NB	Aucune	Autres industrielles	n	Limitee					1
Newfoundland and Labrador	Other industry	None	Limited	2019	2019	Terre-Neuve-et-Labrador	n	NL	Aucune	Autres industrielles	n	Limitee					1
National parks	Other industry	None	Limited	1996	1996	Parcs nationaux	n	NP	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1990	1990	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1991	1991	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1992	1992	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1993	1993	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1994	1994	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1995	1995	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1996	1996	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1997	1997	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1998	1998	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	1999	1999	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2000	2000	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2001	2001	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2002	2002	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2003	2003	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2004	2004	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2005	2005	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2006	2006	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2007	2007	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2008	2008	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2009	2009	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2010	2010	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2011	2011	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2012	2012	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2013	2013	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2014	2014	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2015	2015	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2016	2016	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2017	2017	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2018	2018	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Nova Scotia	Other industry	None	Limited	2019	2019	Nouvelle-Ecosse	n	NS	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1990	1990	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1991	1991	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1992	1992	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1993	1993	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1994	1994	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1995	1995	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1996	1996	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1997	1997	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1998	1998	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	1999	1999	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2000	2000	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2001	2001	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2002	2002	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2003	2003	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2004	2004	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2005	2005	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2006	2006	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2007	2007	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2008	2008	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2009	2009	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2010	2010	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2011	2011	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2012	2012	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2013	2013	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2014	2014	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2015	2015	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2016	2016	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Northwest Territories	Other industry	None	Limited	2018	2018	Territoires du Nord-Ouest	n	NT	Aucune	Autres industrielles	n	Limitee					1
Ontario	Other industry	None	Limited	2019	2019	Ontario	n	ON	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1990	1990	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1991	1991	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1992	1992	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1993	1993	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1994	1994	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1995	1995	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1996	1996	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1997	1997	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1998	1998	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	1999	1999	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2000	2000	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2001	2001	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2002	2002	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2003	2003	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2004	2004	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2005	2005	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2006	2006	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2007	2007	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2008	2008	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2009	2009	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2010	2010	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2011	2011	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2012	2012	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2013	2013	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2014	2014	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2015	2015	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
Prince Edward Island	Other industry	None	Limited	2016	2016	Ile-du-Prince-Edouard	n	PE	Aucune	Autres industrielles	n	Limitee					1
